NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_SPECIES_GO:0019563_GLYCEROL_CATABOLIC_PROCESS	13		Rejected!	
GOBP_SPECIES_GO:0019585_GLUCURONATE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0019605_BUTYRATE_METABOLIC_PROCESS	12		Rejected!	
GOBP_SPECIES_GO:0019614_CATECHOL-CONTAINING_COMPOUND_CATABOLIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0019626_SHORT-CHAIN_FATTY_ACID_CATABOLIC_PROCESS	14		Rejected!	
GOBP_SPECIES_GO:0019627_UREA_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0019637_ORGANOPHOSPHATE_METABOLIC_PROCESS	783		Rejected!	
GOBP_SPECIES_GO:0019646_AEROBIC_ELECTRON_TRANSPORT_CHAIN	58	55		
GOBP_SPECIES_GO:0019673_GDP-MANNOSE_METABOLIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:0019674_D_METABOLIC_PROCESS	18		Rejected!	
GOBP_SPECIES_GO:0019676_AMMONIA_ASSIMILATION_CYCLE	6		Rejected!	
GOBP_SPECIES_GO:0019682_GLYCERALDEHYDE-3-PHOSPHATE_METABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:0019692_DEOXYRIBOSE_PHOSPHATE_METABOLIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0019693_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	370	254		
GOBP_SPECIES_GO:0019695_CHOLINE_METABOLIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0019720_MO-MOLYBDOPTERIN_COFACTOR_METABOLIC_PROCESS	15		Rejected!	
GOBP_SPECIES_GO:0019722_CALCIUM-MEDIATED_SIGNALING	121	70		
GOBP_SPECIES_GO:0019725_CELLULAR_HOMEOSTASIS	579	352		
GOBP_SPECIES_GO:0019730_ANTIMICROBIAL_HUMORAL_RESPONSE	279	164		
GOBP_SPECIES_GO:0019731_ANTIBACTERIAL_HUMORAL_RESPONSE	128	73		
GOBP_SPECIES_GO:0019732_ANTIFUNGAL_HUMORAL_RESPONSE	19	16		
GOBP_SPECIES_GO:0019740_NITROGEN_UTILIZATION	6		Rejected!	
GOBP_SPECIES_GO:0019747_REGULATION_OF_ISOPRENOID_METABOLIC_PROCESS	8		Rejected!	
GOBP_SPECIES_GO:0019748_SECONDARY_METABOLIC_PROCESS	279	187		
GOBP_SPECIES_GO:0019749_CYTOSKELETON-DEPENDENT_CYTOPLASMIC_TRANSPORT,_NURSE_CELL_TO_OOCYTE	7		Rejected!	
GOBP_SPECIES_GO:0019751_POLYOL_METABOLIC_PROCESS	85	64		
GOBP_SPECIES_GO:0019752_CARBOXYLIC_ACID_METABOLIC_PROCESS	814		Rejected!	
GOBP_SPECIES_GO:0019805_QUINOLINATE_BIOSYNTHETIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0019827_STEM_CELL_POPULATION_MAINTENANCE	365	210		
GOBP_SPECIES_GO:0019835_CYTOLYSIS	12		Rejected!	
GOBP_SPECIES_GO:0019852_L-ASCORBIC_ACID_METABOLIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0019853_L-ASCORBIC_ACID_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0019856_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	28	19		
GOBP_SPECIES_GO:0019857_5-METHYLCYTOSINE_METABOLIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0019859_THYMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0019860_URACIL_METABOLIC_PROCESS	11		Rejected!	
GOBP_SPECIES_GO:0019882_ANTIGEN_PROCESSING_AND_PRESENTATION	2		Rejected!	
GOBP_SPECIES_GO:0019889_PTERIDINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_SPECIES_GO:0019896_AXONAL_TRANSPORT_OF_MITOCHONDRION	27		Rejected!	
GOBP_SPECIES_GO:0019915_LIPID_STORAGE	207	125		
GOBP_SPECIES_GO:0019919_PEPTIDYL-ARGININE_METHYLATION,_TO_ASYMMETRICAL-DIMETHYL_ARGININE	8		Rejected!	
GOBP_SPECIES_GO:0019932_SECOND-MESSENGER-MEDIATED_SIGNALING	175	108		
GOBP_SPECIES_GO:0019933_CAMP-MEDIATED_SIGNALING	16		Rejected!	
GOBP_SPECIES_GO:0019934_CGMP-MEDIATED_SIGNALING	30	19		
GOBP_SPECIES_GO:0019935_CYCLIC-NUCLEOTIDE-MEDIATED_SIGNALING	48	32		
GOBP_SPECIES_GO:0019941_MODIFICATION-DEPENDENT_PROTEIN_CATABOLIC_PROCESS	700	437		
GOBP_SPECIES_GO:0019953_SEXUAL_REPRODUCTION	2415		Rejected!	
GOBP_SPECIES_GO:0019985_TRANSLESION_SYNTHESIS	9		Rejected!	
GOBP_SPECIES_GO:0019991_SEPTATE_JUNCTION_ASSEMBLY	87	71		
GOBP_SPECIES_GO:0020027_HEMOGLOBIN_METABOLIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0021510_SPINAL_CORD_DEVELOPMENT	7		Rejected!	
GOBP_SPECIES_GO:0021515_CELL_DIFFERENTIATION_IN_SPINAL_CORD	7		Rejected!	
GOBP_SPECIES_GO:0021517_VENTRAL_SPINAL_CORD_DEVELOPMENT	7		Rejected!	
GOBP_SPECIES_GO:0021520_SPINAL_CORD_MOTOR_NEURON_CELL_FATE_SPECIFICATION	7		Rejected!	
GOBP_SPECIES_GO:0021522_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	7		Rejected!	
GOBP_SPECIES_GO:0021551_CENTRAL_NERVOUS_SYSTEM_MORPHOGENESIS	25	22		
GOBP_SPECIES_GO:0021556_CENTRAL_NERVOUS_SYSTEM_FORMATION	12		Rejected!	
GOBP_SPECIES_GO:0021675_NERVE_DEVELOPMENT	23		Rejected!	
GOBP_SPECIES_GO:0021682_NERVE_MATURATION	6		Rejected!	
GOBP_SPECIES_GO:0021700_DEVELOPMENTAL_MATURATION	757	457		
GOBP_SPECIES_GO:0021781_GLIAL_CELL_FATE_COMMITMENT	18		Rejected!	
GOBP_SPECIES_GO:0021782_GLIAL_CELL_DEVELOPMENT	84	59		
GOBP_SPECIES_GO:0021785_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	15		Rejected!	
GOBP_SPECIES_GO:0021952_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	12		Rejected!	
GOBP_SPECIES_GO:0021953_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	27	19		
GOBP_SPECIES_GO:0021954_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	20		Rejected!	
GOBP_SPECIES_GO:0021955_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	13		Rejected!	
GOBP_SPECIES_GO:0022008_NEUROGENESIS	2562		Rejected!	
GOBP_SPECIES_GO:0022400_REGULATION_OF_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	71	50		
GOBP_SPECIES_GO:0022401_NEGATIVE_ADAPTATION_OF_SIGNALING_PATHWAY	11		Rejected!	
GOBP_SPECIES_GO:0022402_CELL_CYCLE_PROCESS	1194		Rejected!	
GOBP_SPECIES_GO:0022404_MOLTING_CYCLE_PROCESS	146	95		
GOBP_SPECIES_GO:0022406_MEMBRANE_DOCKING	88	44		
GOBP_SPECIES_GO:0022407_REGULATION_OF_CELL-CELL_ADHESION	108	66		
GOBP_SPECIES_GO:0022408_NEGATIVE_REGULATION_OF_CELL-CELL_ADHESION	44	25		
GOBP_SPECIES_GO:0022409_POSITIVE_REGULATION_OF_CELL-CELL_ADHESION	47	30		
GOBP_SPECIES_GO:0022410_CIRCADIAN_SLEEP/WAKE_CYCLE_PROCESS	161	98		
GOBP_SPECIES_GO:0022411_CELLULAR_COMPONENT_DISASSEMBLY	380	245		
GOBP_SPECIES_GO:0022412_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	2093		Rejected!	
GOBP_SPECIES_GO:0022414_REPRODUCTIVE_PROCESS	2749		Rejected!	
GOBP_SPECIES_GO:0022416_CHAETA_DEVELOPMENT	233	142		
GOBP_SPECIES_GO:0022417_PROTEIN_MATURATION_BY_PROTEIN_FOLDING	8		Rejected!	
GOBP_SPECIES_GO:0022600_DIGESTIVE_SYSTEM_PROCESS	41	24		
GOBP_SPECIES_GO:0022603_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	565	323		
GOBP_SPECIES_GO:0022604_REGULATION_OF_CELL_MORPHOGENESIS	271	157		
GOBP_SPECIES_GO:0022606_ESTABLISHMENT_OF_PROXIMAL/DISTAL_CELL_POLARITY	27		Rejected!	
GOBP_SPECIES_GO:0022607_CELLULAR_COMPONENT_ASSEMBLY	2877		Rejected!	
GOBP_SPECIES_GO:0022608_MULTICELLULAR_ORGANISM_ADHESION	3		Rejected!	
GOBP_SPECIES_GO:0022609_MULTICELLULAR_ORGANISM_ADHESION_TO_SUBSTRATE	3		Rejected!	
GOBP_SPECIES_GO:0022611_DORMANCY_PROCESS	16		Rejected!	
GOBP_SPECIES_GO:0022612_GLAND_MORPHOGENESIS	268	161		
GOBP_SPECIES_GO:0022613_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	494	397		
GOBP_SPECIES_GO:0022616_D_STRAND_ELONGATION	34	28		
GOBP_SPECIES_GO:0022617_EXTRACELLULAR_MATRIX_DISASSEMBLY	12		Rejected!	
GOBP_SPECIES_GO:0022618_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY	255	181		
GOBP_SPECIES_GO:0022898_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	101	70		
GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	119	102		
GOBP_SPECIES_GO:0022904_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	99	87		
GOBP_SPECIES_GO:0023041_NEURONAL_SIGNAL_TRANSDUCTION	20		Rejected!	
GOBP_SPECIES_GO:0023051_REGULATION_OF_SIGNALING	2302		Rejected!	
GOBP_SPECIES_GO:0023052_SIGNALING	3875		Rejected!	
GOBP_SPECIES_GO:0023056_POSITIVE_REGULATION_OF_SIGNALING	1186		Rejected!	
GOBP_SPECIES_GO:0023057_NEGATIVE_REGULATION_OF_SIGNALING	1063		Rejected!	
GOBP_SPECIES_GO:0023058_ADAPTATION_OF_SIGNALING_PATHWAY	38	31		
GOBP_SPECIES_GO:0023061_SIGNAL_RELEASE	362	232		
GOBP_SPECIES_GO:0030001_METAL_ION_TRANSPORT	536	299		
GOBP_SPECIES_GO:0030003_CELLULAR_CATION_HOMEOSTASIS	271	165		
GOBP_SPECIES_GO:0030004_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	70	39		
GOBP_SPECIES_GO:0030007_CELLULAR_POTASSIUM_ION_HOMEOSTASIS	9		Rejected!	
GOBP_SPECIES_GO:0030010_ESTABLISHMENT_OF_CELL_POLARITY	214	125		
GOBP_SPECIES_GO:0030011_MAINTENANCE_OF_CELL_POLARITY	57	34		
GOBP_SPECIES_GO:0030029_ACTIN_FILAMENT-BASED_PROCESS	933	476		
GOBP_SPECIES_GO:0030030_CELL_PROJECTION_ORGANIZATION	1949		Rejected!	
GOBP_SPECIES_GO:0030031_CELL_PROJECTION_ASSEMBLY	511	354		
GOBP_SPECIES_GO:0030032_LAMELLIPODIUM_ASSEMBLY	79	37		
GOBP_SPECIES_GO:0030036_ACTIN_CYTOSKELETON_ORGANIZATION	883	439		
GOBP_SPECIES_GO:0030037_ACTIN_FILAMENT_REORGANIZATION_INVOLVED_IN_CELL_CYCLE	5		Rejected!	
GOBP_SPECIES_GO:0030038_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	36	20		
GOBP_SPECIES_GO:0030041_ACTIN_FILAMENT_POLYMERIZATION	170	80		
GOBP_SPECIES_GO:0030042_ACTIN_FILAMENT_DEPOLYMERIZATION	42	20		
GOBP_SPECIES_GO:0030046_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	10		Rejected!	
GOBP_SPECIES_GO:0030047_ACTIN_MODIFICATION	2		Rejected!	
GOBP_SPECIES_GO:0030048_ACTIN_FILAMENT-BASED_MOVEMENT	125	75		
GOBP_SPECIES_GO:0030050_VESICLE_TRANSPORT_ALONG_ACTIN_FILAMENT	19		Rejected!	
GOBP_SPECIES_GO:0030071_REGULATION_OF_MITOTIC_METAPHASE/ANAPHASE_TRANSITION	69	46		
GOBP_SPECIES_GO:0030072_PEPTIDE_HORMONE_SECRETION	68	52		
GOBP_SPECIES_GO:0030073_INSULIN_SECRETION	42	36		
GOBP_SPECIES_GO:0030091_PROTEIN_REPAIR	3		Rejected!	
GOBP_SPECIES_GO:0030097_HEMOPOIESIS	246	141		
GOBP_SPECIES_GO:0030099_MYELOID_CELL_DIFFERENTIATION	4		Rejected!	
GOBP_SPECIES_GO:0030100_REGULATION_OF_ENDOCYTOSIS	236	125		
GOBP_SPECIES_GO:0030104_WATER_HOMEOSTASIS	32		Rejected!	
GOBP_SPECIES_GO:0030111_REGULATION_OF_WNT_SIGNALING_PATHWAY	293	164		
GOBP_SPECIES_GO:0030148_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	95	74		
GOBP_SPECIES_GO:0030149_SPHINGOLIPID_CATABOLIC_PROCESS	23	18		
GOBP_SPECIES_GO:0030150_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	25	20		
GOBP_SPECIES_GO:0030154_CELL_DIFFERENTIATION	4116		Rejected!	
GOBP_SPECIES_GO:0030155_REGULATION_OF_CELL_ADHESION	174	107		
GOBP_SPECIES_GO:0030162_REGULATION_OF_PROTEOLYSIS	541	359		
GOBP_SPECIES_GO:0030163_PROTEIN_CATABOLIC_PROCESS	792	499		
GOBP_SPECIES_GO:0030166_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	28	23		
GOBP_SPECIES_GO:0030174_REGULATION_OF_D-TEMPLATED_D_REPLICATION_INITIATION	20	15		
GOBP_SPECIES_GO:0030177_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	144	82		
GOBP_SPECIES_GO:0030178_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	145	83		
GOBP_SPECIES_GO:0030182_NEURON_DIFFERENTIATION	2264		Rejected!	
GOBP_SPECIES_GO:0030186_MELATONIN_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0030187_MELATONIN_BIOSYNTHETIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0030198_EXTRACELLULAR_MATRIX_ORGANIZATION	163	95		
GOBP_SPECIES_GO:0030199_COLLAGEN_FIBRIL_ORGANIZATION	3		Rejected!	
GOBP_SPECIES_GO:0030201_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	22	18		
GOBP_SPECIES_GO:0030202_HEPARIN_METABOLIC_PROCESS	12		Rejected!	
GOBP_SPECIES_GO:0030203_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS	44	30		
GOBP_SPECIES_GO:0030204_CHONDROITIN_SULFATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0030206_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0030210_HEPARIN_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:0030218_ERYTHROCYTE_DIFFERENTIATION	4		Rejected!	
GOBP_SPECIES_GO:0030237_FEMALE_SEX_DETERMINATION	16		Rejected!	
GOBP_SPECIES_GO:0030238_MALE_SEX_DETERMINATION	14		Rejected!	
GOBP_SPECIES_GO:0030239_MYOFIBRIL_ASSEMBLY	160	84		
GOBP_SPECIES_GO:0030240_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	4		Rejected!	
GOBP_SPECIES_GO:0030241_SKELETAL_MUSCLE_MYOSIN_THICK_FILAMENT_ASSEMBLY	9		Rejected!	
GOBP_SPECIES_GO:0030242_AUTOPHAGY_OF_PEROXISOME	6		Rejected!	
GOBP_SPECIES_GO:0030258_LIPID_MODIFICATION	165	107		
GOBP_SPECIES_GO:0030261_CHROMOSOME_CONDENSATION	108	70		
GOBP_SPECIES_GO:0030262_APOPTOTIC_NUCLEAR_CHANGES	27	16		
GOBP_SPECIES_GO:0030265_PHOSPHOLIPASE_C-ACTIVATING_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_SPECIES_GO:0030277_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	15		Rejected!	
GOBP_SPECIES_GO:0030299_INTESTINAL_CHOLESTEROL_ABSORPTION	5		Rejected!	
GOBP_SPECIES_GO:0030301_CHOLESTEROL_TRANSPORT	33	27		
GOBP_SPECIES_GO:0030302_DEOXYNUCLEOTIDE_TRANSPORT	3		Rejected!	
GOBP_SPECIES_GO:0030307_POSITIVE_REGULATION_OF_CELL_GROWTH	143	80		
GOBP_SPECIES_GO:0030308_NEGATIVE_REGULATION_OF_CELL_GROWTH	70	36		
GOBP_SPECIES_GO:0030317_FLAGELLATED_SPERM_MOTILITY	86	62		
GOBP_SPECIES_GO:0030321_TRANSEPITHELIAL_CHLORIDE_TRANSPORT	5		Rejected!	
GOBP_SPECIES_GO:0030322_STABILIZATION_OF_MEMBRANE_POTENTIAL	33	21		
GOBP_SPECIES_GO:0030330_D_DAMAGE_RESPONSE,_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	18	17		
GOBP_SPECIES_GO:0030334_REGULATION_OF_CELL_MIGRATION	246	176		
GOBP_SPECIES_GO:0030335_POSITIVE_REGULATION_OF_CELL_MIGRATION	150	98		
GOBP_SPECIES_GO:0030336_NEGATIVE_REGULATION_OF_CELL_MIGRATION	54	32		
GOBP_SPECIES_GO:0030381_CHORION-CONTAINING_EGGSHELL_PATTERN_FORMATION	41	29		
GOBP_SPECIES_GO:0030382_SPERM_MITOCHONDRION_ORGANIZATION	23		Rejected!	
GOBP_SPECIES_GO:0030388_FRUCTOSE_1,6-BISPHOSPHATE_METABOLIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0030397_MEMBRANE_DISASSEMBLY	6		Rejected!	
GOBP_SPECIES_GO:0030421_DEFECATION	2		Rejected!	
GOBP_SPECIES_GO:0030422_PRODUCTION_OF_SIR_INVOLVED_IN_POST-TRANSCRIPTIONAL_GENE_SILENCING_BY_R	50	16		
GOBP_SPECIES_GO:0030431_SLEEP	212	140		
GOBP_SPECIES_GO:0030432_PERISTALSIS	3		Rejected!	
GOBP_SPECIES_GO:0030433_UBIQUITIN-DEPENDENT_ERAD_PATHWAY	76	56		
GOBP_SPECIES_GO:0030449_REGULATION_OF_COMPLEMENT_ACTIVATION	2		Rejected!	
GOBP_SPECIES_GO:0030473_NUCLEAR_MIGRATION_ALONG_MICROTUBULE	22	15		
GOBP_SPECIES_GO:0030488_TR_METHYLATION	38	33		
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	48	44		
GOBP_SPECIES_GO:0030491_HETERODUPLEX_FORMATION	3		Rejected!	
GOBP_SPECIES_GO:0030497_FATTY_ACID_ELONGATION	40	27		
GOBP_SPECIES_GO:0030509_BMP_SIGNALING_PATHWAY	160	93		
GOBP_SPECIES_GO:0030510_REGULATION_OF_BMP_SIGNALING_PATHWAY	141	78		
GOBP_SPECIES_GO:0030512_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	2		Rejected!	
GOBP_SPECIES_GO:0030513_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	71	38		
GOBP_SPECIES_GO:0030514_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	57	34		
GOBP_SPECIES_GO:0030516_REGULATION_OF_AXON_EXTENSION	118	57		
GOBP_SPECIES_GO:0030517_NEGATIVE_REGULATION_OF_AXON_EXTENSION	28	16		
GOBP_SPECIES_GO:0030518_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	55	28		
GOBP_SPECIES_GO:0030522_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	116	64		
GOBP_SPECIES_GO:0030534_ADULT_BEHAVIOR	410	262		
GOBP_SPECIES_GO:0030536_LARVAL_FEEDING_BEHAVIOR	32	19		
GOBP_SPECIES_GO:0030537_LARVAL_BEHAVIOR	153	90		
GOBP_SPECIES_GO:0030539_MALE_GENITALIA_DEVELOPMENT	63	38		
GOBP_SPECIES_GO:0030540_FEMALE_GENITALIA_DEVELOPMENT	15		Rejected!	
GOBP_SPECIES_GO:0030574_COLLAGEN_CATABOLIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0030575_NUCLEAR_BODY_ORGANIZATION	21		Rejected!	
GOBP_SPECIES_GO:0030576_CAJAL_BODY_ORGANIZATION	13		Rejected!	
GOBP_SPECIES_GO:0030579_UBIQUITIN-DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0030588_PSEUDOCLEAVAGE	35		Rejected!	
GOBP_SPECIES_GO:0030589_PSEUDOCLEAVAGE_INVOLVED_IN_SYNCYTIAL_BLASTODERM_FORMATION	35		Rejected!	
GOBP_SPECIES_GO:0030641_REGULATION_OF_CELLULAR_PH	61	30		
GOBP_SPECIES_GO:0030703_EGGSHELL_FORMATION	300	180		
GOBP_SPECIES_GO:0030704_VITELLINE_MEMBRANE_FORMATION	5		Rejected!	
GOBP_SPECIES_GO:0030705_CYTOSKELETON-DEPENDENT_INTRACELLULAR_TRANSPORT	229	143		
GOBP_SPECIES_GO:0030706_GERMARIUM-DERIVED_OOCYTE_DIFFERENTIATION	92	54		
GOBP_SPECIES_GO:0030707_OVARIAN_FOLLICLE_CELL_DEVELOPMENT	826	486		
GOBP_SPECIES_GO:0030708_GERMARIUM-DERIVED_FEMALE_GERM-LINE_CYST_ENCAPSULATION	42	21		
GOBP_SPECIES_GO:0030709_BORDER_FOLLICLE_CELL_DELAMINATION	11		Rejected!	
GOBP_SPECIES_GO:0030713_OVARIAN_FOLLICLE_CELL_STALK_FORMATION	45	30		
GOBP_SPECIES_GO:0030714_ANTERIOR/POSTERIOR_AXIS_SPECIFICATION,_FOLLICULAR_EPITHELIUM	14		Rejected!	
GOBP_SPECIES_GO:0030715_OOCYTE_GROWTH_IN_GERMARIUM-DERIVED_EGG_CHAMBER	3		Rejected!	
GOBP_SPECIES_GO:0030716_OOCYTE_FATE_DETERMINATION	97	59		
GOBP_SPECIES_GO:0030717_OOCYTE_KARYOSOME_FORMATION	92	45		
GOBP_SPECIES_GO:0030718_GERM-LINE_STEM_CELL_POPULATION_MAINTENANCE	293	171		
GOBP_SPECIES_GO:0030719_P_GRANULE_ORGANIZATION	21		Rejected!	
GOBP_SPECIES_GO:0030720_OOCYTE_LOCALIZATION_INVOLVED_IN_GERMARIUM-DERIVED_EGG_CHAMBER_FORMATION	54	28		
GOBP_SPECIES_GO:0030721_SPECTROSOME_ORGANIZATION	9		Rejected!	
GOBP_SPECIES_GO:0030723_OVARIAN_FUSOME_ORGANIZATION	61	32		
GOBP_SPECIES_GO:0030725_GERMLINE_RING_CANAL_FORMATION	66	30		
GOBP_SPECIES_GO:0030726_MALE_GERMLINE_RING_CANAL_FORMATION	15		Rejected!	
GOBP_SPECIES_GO:0030727_GERMARIUM-DERIVED_FEMALE_GERM-LINE_CYST_FORMATION	91	57		
GOBP_SPECIES_GO:0030728_OVULATION	29	16		
GOBP_SPECIES_GO:0030730_SEQUESTERING_OF_TRIGLYCERIDE	26	18		
GOBP_SPECIES_GO:0030808_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	22	19		
GOBP_SPECIES_GO:0030810_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	20	17		
GOBP_SPECIES_GO:0030832_REGULATION_OF_ACTIN_FILAMENT_LENGTH	175	86		
GOBP_SPECIES_GO:0030833_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	150	75		
GOBP_SPECIES_GO:0030834_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	40	18		
GOBP_SPECIES_GO:0030835_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	39	17		
GOBP_SPECIES_GO:0030836_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	3		Rejected!	
GOBP_SPECIES_GO:0030837_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	52	25		
GOBP_SPECIES_GO:0030838_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	54	23		
GOBP_SPECIES_GO:0030845_PHOSPHOLIPASE_C-INHIBITING_G_PROTEIN-COUPLED_RECEPTOR_SIGNALING_PATHWAY	2		Rejected!	
GOBP_SPECIES_GO:0030855_EPITHELIAL_CELL_DIFFERENTIATION	1073		Rejected!	
GOBP_SPECIES_GO:0030856_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	18		Rejected!	
GOBP_SPECIES_GO:0030858_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_SPECIES_GO:0030859_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	27	23		
GOBP_SPECIES_GO:0030860_REGULATION_OF_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_SPECIES_GO:0030865_CORTICAL_CYTOSKELETON_ORGANIZATION	204	100		
GOBP_SPECIES_GO:0030866_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	189	90		
GOBP_SPECIES_GO:0030947_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0030948_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0030950_ESTABLISHMENT_OR_MAINTENANCE_OF_ACTIN_CYTOSKELETON_POLARITY	22		Rejected!	
GOBP_SPECIES_GO:0030951_ESTABLISHMENT_OR_MAINTENANCE_OF_MICROTUBULE_CYTOSKELETON_POLARITY	117	65		
GOBP_SPECIES_GO:0030952_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY	152	87		
GOBP_SPECIES_GO:0030953_ASTRAL_MICROTUBULE_ORGANIZATION	14		Rejected!	
GOBP_SPECIES_GO:0030954_ASTRAL_MICROTUBULE_NUCLEATION	8		Rejected!	
GOBP_SPECIES_GO:0030968_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	54	35		
GOBP_SPECIES_GO:0030974_THIAMINE_PYROPHOSPHATE_TRANSMEMBRANE_TRANSPORT	4		Rejected!	
GOBP_SPECIES_GO:0030997_REGULATION_OF_CENTRIOLE-CENTRIOLE_COHESION	3		Rejected!	
GOBP_SPECIES_GO:0031000_RESPONSE_TO_CAFFEINE	6		Rejected!	
GOBP_SPECIES_GO:0031023_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	221	151		
GOBP_SPECIES_GO:0031032_ACTOMYOSIN_STRUCTURE_ORGANIZATION	336	163		
